,Date,AwayTeam,HomeTeam,AwayFirst,AwaySecond,AwayThird,AwayFourth,AwayFinal,AwayML,HomeFirst,HomeSecond,HomeThird,HomeFourth,HomeFinal,HomeML,Spread,Favorite,TotalPoints,day,month,year
2263,2014-03-14,Portland,NewOrleans,29.0,24.0,27.0,31.0,111.0,-135.0,26.0,29.0,26.0,22.0,103.0,115.0,2.5,Away,200.5,14,3,2014.0
2264,2014-03-14,LALakers,SanAntonio,14.0,20.0,26.0,25.0,85.0,1810.0,29.0,32.0,28.0,30.0,119.0,-3060.0,18.0,Home,225.5,14,3,2014.0
2265,2014-03-14,LAClippers,Utah,22.0,21.0,34.0,19.0,96.0,-485.0,33.0,18.0,21.0,15.0,87.0,380.0,9.0,Away,205.0,14,3,2014.0
2266,2014-03-14,Cleveland,GoldenState,16.0,36.0,32.0,19.0,103.0,375.0,32.0,21.0,18.0,23.0,94.0,-475.0,9.5,Home,200.0,14,3,2014.0
2267,2014-03-15,Milwaukee,NewYork,23.0,19.0,24.0,28.0,94.0,480.0,30.0,30.0,28.0,27.0,115.0,-630.0,10.5,Home,204.5,15,3,2014.0
2268,2014-03-15,Brooklyn,Washington,26.0,31.0,22.0,15.0,94.0,-145.0,19.0,29.0,24.0,29.0,101.0,125.0,2.5,Away,196.0,15,3,2014.0
2269,2014-03-15,Denver,Atlanta,15.0,22.0,34.0,21.0,92.0,195.0,28.0,25.0,24.0,20.0,97.0,-230.0,5.5,Home,220.0,15,3,2014.0
2270,2014-03-15,Indiana,Detroit,20.0,21.0,32.0,27.0,112.0,-215.0,29.0,31.0,19.0,21.0,104.0,185.0,5.5,Away,197.0,15,3,2014.0
2271,2014-03-15,Memphis,Philadelphia,22.0,23.0,29.0,29.0,103.0,-1925.0,21.0,15.0,21.0,20.0,77.0,1125.0,13.5,Away,201.0,15,3,2014.0
2272,2014-03-15,Sacramento,Chicago,23.0,20.0,20.0,24.0,87.0,310.0,23.0,25.0,16.0,30.0,94.0,-390.0,8.0,Home,189.5,15,3,2014.0
2273,2014-03-16,Phoenix,Toronto,37.0,24.0,35.0,25.0,121.0,155.0,35.0,24.0,31.0,23.0,113.0,-175.0,4.0,Home,203.5,16,3,2014.0
2274,2014-03-16,Charlotte,Milwaukee,23.0,23.0,30.0,25.0,101.0,-235.0,28.0,22.0,24.0,18.0,92.0,195.0,5.5,Away,195.0,16,3,2014.0
2275,2014-03-16,Houston,Miami,28.0,26.0,27.0,23.0,104.0,195.0,32.0,25.0,22.0,34.0,113.0,-235.0,5.5,Home,207.0,16,3,2014.0
2276,2014-03-16,Boston,NewOrleans,25.0,39.0,20.0,28.0,120.0,200.0,27.0,30.0,27.0,28.0,121.0,-240.0,5.5,Home,194.5,16,3,2014.0
2277,2014-03-16,Dallas,OklahomaCity,29.0,30.0,32.0,18.0,109.0,260.0,23.0,25.0,22.0,16.0,86.0,-320.0,7.5,Home,212.5,16,3,2014.0
2278,2014-03-16,Utah,SanAntonio,23.0,30.0,23.0,28.0,104.0,1420.0,26.0,35.0,30.0,31.0,122.0,-2600.0,15.0,Home,200.0,16,3,2014.0
2279,2014-03-16,Sacramento,Minnesota,29.0,25.0,20.0,28.0,102.0,400.0,32.0,21.0,24.0,27.0,104.0,-500.0,9.5,Home,209.5,16,3,2014.0
2280,2014-03-16,GoldenState,Portland,23.0,21.0,33.0,36.0,113.0,-135.0,24.0,31.0,30.0,27.0,112.0,115.0,2.0,Away,206.5,16,3,2014.0
2281,2014-03-16,Cleveland,LAClippers,18.0,20.0,21.0,21.0,80.0,550.0,27.0,25.0,24.0,26.0,102.0,-800.0,11.5,Home,208.0,16,3,2014.0
2282,2014-03-17,Philadelphia,Indiana,24.0,26.0,17.0,23.0,90.0,1700.0,21.0,37.0,17.0,24.0,99.0,-5000.0,19.5,Home,204.0,17,3,2014.0
2283,2014-03-17,Atlanta,Charlotte,22.0,24.0,30.0,21.0,97.0,130.0,28.0,24.0,16.0,15.0,83.0,-150.0,3.0,Home,200.5,17,3,2014.0
2284,2014-03-17,Phoenix,Brooklyn,20.0,29.0,23.0,23.0,95.0,145.0,30.0,32.0,28.0,18.0,108.0,-170.0,3.5,Home,208.0,17,3,2014.0
2285,2014-03-17,OklahomaCity,Chicago,23.0,24.0,27.0,23.0,97.0,-150.0,21.0,24.0,22.0,18.0,85.0,130.0,3.0,Away,194.0,17,3,2014.0
2286,2014-03-17,Utah,Houston,20.0,21.0,28.0,17.0,86.0,720.0,28.0,32.0,32.0,32.0,124.0,-1100.0,12.5,Home,203.0,17,3,2014.0
2287,2014-03-17,Boston,Dallas,22.0,21.0,18.0,28.0,89.0,645.0,26.0,24.0,14.0,30.0,94.0,-950.0,12.0,Home,203.0,17,3,2014.0
2288,2014-03-17,LAClippers,Denver,25.0,28.0,30.0,17.0,100.0,-185.0,23.0,33.0,27.0,27.0,110.0,160.0,4.0,Away,217.0,17,3,2014.0
2289,2014-03-18,Miami,Cleveland,37.0,22.0,20.0,21.0,100.0,-625.0,25.0,29.0,25.0,17.0,96.0,475.0,10.0,Away,192.5,18,3,2014.0
2290,2014-03-18,Toronto,Atlanta,26.0,23.0,29.0,28.0,113.0,-145.0,17.0,32.0,31.0,26.0,118.0,125.0,3.0,Away,201.0,18,3,2014.0
2291,2014-03-18,Milwaukee,Portland,29.0,18.0,25.0,26.0,115.0,890.0,26.0,26.0,23.0,23.0,120.0,-1240.0,12.5,Home,206.5,18,3,2014.0
2292,2014-03-18,Washington,Sacramento,19.0,27.0,27.0,27.0,111.0,-125.0,30.0,17.0,23.0,30.0,117.0,105.0,1.5,Away,201.0,18,3,2014.0
2293,2014-03-18,Orlando,GoldenState,27.0,20.0,19.0,23.0,89.0,835.0,30.0,27.0,30.0,16.0,103.0,-1185.0,12.5,Home,206.5,18,3,2014.0
2294,2014-03-19,Chicago,Philadelphia,28.0,24.0,23.0,27.0,102.0,-1200.0,26.0,19.0,24.0,25.0,94.0,850.0,13.0,Away,194.0,19,3,2014.0
2295,2014-03-19,Miami,Boston,34.0,25.0,19.0,18.0,96.0,-190.0,22.0,31.0,27.0,21.0,101.0,165.0,4.5,Away,194.5,19,3,2014.0
2296,2014-03-19,Charlotte,Brooklyn,21.0,25.0,24.0,29.0,99.0,220.0,26.0,28.0,21.0,29.0,104.0,-270.0,6.5,Home,193.0,19,3,2014.0
2297,2014-03-19,Indiana,NewYork,14.0,21.0,27.0,24.0,86.0,-120.0,21.0,26.0,20.0,25.0,92.0,100.0,1.5,Away,192.0,19,3,2014.0
2298,2014-03-19,Toronto,NewOrleans,24.0,32.0,25.0,26.0,107.0,-140.0,32.0,25.0,28.0,15.0,100.0,120.0,2.5,Away,194.0,19,3,2014.0
2299,2014-03-19,Utah,Memphis,19.0,13.0,31.0,23.0,86.0,605.0,30.0,18.0,26.0,22.0,96.0,-855.0,11.5,Home,187.5,19,3,2014.0
2300,2014-03-19,Minnesota,Dallas,37.0,29.0,28.0,19.0,123.0,185.0,24.0,35.0,28.0,26.0,122.0,-215.0,5.0,Home,210.0,19,3,2014.0
2301,2014-03-19,Detroit,Denver,28.0,33.0,23.0,25.0,109.0,235.0,27.0,27.0,31.0,33.0,118.0,-285.0,6.5,Home,217.5,19,3,2014.0
2302,2014-03-19,Orlando,Phoenix,25.0,27.0,24.0,17.0,93.0,725.0,25.0,27.0,30.0,27.0,109.0,-1025.0,12.5,Home,210.0,19,3,2014.0
2303,2014-03-19,SanAntonio,LALakers,35.0,23.0,34.0,33.0,125.0,-1230.0,29.0,28.0,30.0,22.0,109.0,880.0,13.0,Away,220.0,19,3,2014.0
2304,2014-03-20,OklahomaCity,Cleveland,21.0,35.0,29.0,17.0,102.0,-535.0,25.0,21.0,22.0,27.0,95.0,410.0,9.5,Away,201.5,20,3,2014.0
2305,2014-03-20,Minnesota,Houston,33.0,21.0,28.0,24.0,106.0,270.0,27.0,37.0,34.0,31.0,129.0,-340.0,7.5,Home,215.5,20,3,2014.0
2306,2014-03-20,Washington,Portland,28.0,23.0,22.0,30.0,103.0,190.0,23.0,30.0,33.0,30.0,116.0,-225.0,6.0,Home,205.5,20,3,2014.0
2307,2014-03-20,Milwaukee,GoldenState,21.0,30.0,24.0,35.0,110.0,840.0,29.0,24.0,29.0,33.0,115.0,-1190.0,12.5,Home,206.5,20,3,2014.0
2308,2014-03-21,NewYork,Philadelphia,21.0,20.0,31.0,21.0,93.0,-960.0,24.0,12.0,29.0,27.0,92.0,660.0,12.0,Away,210.5,21,3,2014.0
2309,2014-03-21,Chicago,Indiana,23.0,20.0,19.0,17.0,79.0,235.0,19.0,25.0,31.0,16.0,91.0,-275.0,6.5,Home,179.5,21,3,2014.0
2310,2014-03-21,OklahomaCity,Toronto,23.0,19.0,30.0,24.0,119.0,-155.0,20.0,26.0,25.0,25.0,118.0,135.0,3.0,Away,205.0,21,3,2014.0
2311,2014-03-21,NewOrleans,Atlanta,20.0,24.0,25.0,42.0,111.0,165.0,16.0,28.0,27.0,34.0,105.0,-200.0,4.5,Home,203.5,21,3,2014.0
2312,2014-03-21,Memphis,Miami,22.0,21.0,25.0,18.0,86.0,165.0,15.0,30.0,23.0,23.0,91.0,-200.0,4.5,Home,190.0,21,3,2014.0
2313,2014-03-21,Boston,Brooklyn,28.0,26.0,22.0,22.0,98.0,325.0,34.0,30.0,28.0,22.0,114.0,-400.0,8.5,Home,197.0,21,3,2014.0
2314,2014-03-21,Denver,Dallas,29.0,24.0,25.0,28.0,106.0,320.0,26.0,35.0,29.0,32.0,122.0,-390.0,8.0,Home,218.0,21,3,2014.0
2315,2014-03-21,Detroit,Phoenix,27.0,23.0,21.0,21.0,92.0,325.0,26.0,25.0,22.0,25.0,98.0,-400.0,8.5,Home,218.0,21,3,2014.0
2316,2014-03-21,SanAntonio,Sacramento,24.0,23.0,22.0,30.0,99.0,-380.0,23.0,14.0,20.0,22.0,79.0,315.0,8.0,Away,207.5,21,3,2014.0
2317,2014-03-21,Washington,LALakers,33.0,25.0,30.0,29.0,117.0,-200.0,21.0,26.0,34.0,26.0,107.0,165.0,5.0,Away,218.5,21,3,2014.0
2318,2014-03-22,Portland,Charlotte,22.0,24.0,27.0,21.0,94.0,100.0,33.0,36.0,29.0,26.0,124.0,-120.0,1.0,Home,203.5,22,3,2014.0
2319,2014-03-22,Houston,Cleveland,39.0,28.0,34.0,17.0,118.0,-390.0,31.0,24.0,24.0,32.0,111.0,310.0,8.5,Away,203.0,22,3,2014.0
2320,2014-03-22,Indiana,Memphis,17.0,13.0,19.0,22.0,71.0,130.0,19.0,24.0,21.0,18.0,82.0,-150.0,3.0,Home,181.0,22,3,2014.0
2321,2014-03-22,Miami,NewOrleans,22.0,21.0,29.0,23.0,95.0,-205.0,22.0,23.0,31.0,29.0,105.0,175.0,5.0,Away,196.5,22,3,2014.0
2322,2014-03-22,Philadelphia,Chicago,25.0,13.0,21.0,22.0,81.0,1620.0,20.0,21.0,24.0,26.0,91.0,-3370.0,16.0,Home,193.0,22,3,2014.0
2323,2014-03-22,Orlando,Utah,16.0,27.0,18.0,27.0,88.0,165.0,27.0,22.0,17.0,23.0,89.0,-190.0,4.5,Home,195.5,22,3,2014.0
2324,2014-03-22,Detroit,LAClippers,26.0,29.0,15.0,33.0,103.0,895.0,36.0,20.0,24.0,32.0,112.0,-1345.0,13.5,Home,216.5,22,3,2014.0
2325,2014-03-22,SanAntonio,GoldenState,32.0,18.0,26.0,23.0,99.0,145.0,22.0,25.0,22.0,21.0,90.0,-165.0,3.5,Home,206.0,22,3,2014.0
2326,2014-03-23,Atlanta,Toronto,25.0,24.0,22.0,15.0,86.0,280.0,16.0,26.0,18.0,36.0,96.0,-350.0,7.5,Home,202.5,23,3,2014.0
2327,2014-03-23,Phoenix,Minnesota,27.0,35.0,31.0,34.0,127.0,115.0,41.0,32.0,30.0,17.0,120.0,-135.0,2.0,Home,217.5,23,3,2014.0
2328,2014-03-23,Washington,Denver,29.0,20.0,24.0,29.0,102.0,100.0,21.0,26.0,30.0,28.0,105.0,-120.0,1.5,Home,213.5,23,3,2014.0
2329,2014-03-23,Milwaukee,Sacramento,16.0,28.0,26.0,37.0,107.0,270.0,39.0,31.0,34.0,20.0,124.0,-330.0,7.5,Home,207.0,23,3,2014.0
2330,2014-03-23,Cleveland,NewYork,27.0,19.0,31.0,29.0,106.0,430.0,34.0,27.0,23.0,16.0,100.0,-555.0,10.0,Home,199.0,23,3,2014.0
2331,2014-03-23,Brooklyn,Dallas,15.0,26.0,24.0,26.0,107.0,180.0,29.0,19.0,24.0,19.0,104.0,-210.0,5.0,Home,203.0,23,3,2014.0
2332,2014-03-23,Orlando,LALakers,24.0,24.0,25.0,21.0,94.0,155.0,29.0,26.0,20.0,28.0,103.0,-180.0,3.5,Home,217.0,23,3,2014.0
2333,2014-03-24,Houston,Charlotte,25.0,29.0,24.0,22.0,100.0,-205.0,24.0,26.0,18.0,21.0,89.0,175.0,5.0,Away,205.5,24,3,2014.0
2334,2014-03-24,Phoenix,Atlanta,25.0,17.0,35.0,25.0,102.0,-145.0,23.0,22.0,23.0,27.0,95.0,125.0,2.5,Away,214.0,24,3,2014.0
2335,2014-03-24,Portland,Miami,25.0,17.0,19.0,30.0,91.0,220.0,22.0,24.0,26.0,21.0,93.0,-270.0,6.5,Home,209.0,24,3,2014.0
2336,2014-03-24,Minnesota,Memphis,15.0,24.0,29.0,24.0,92.0,295.0,30.0,27.0,24.0,28.0,109.0,-365.0,7.5,Home,199.5,24,3,2014.0
2337,2014-03-24,Denver,OklahomaCity,24.0,34.0,15.0,23.0,96.0,545.0,41.0,31.0,18.0,27.0,117.0,-720.0,11.5,Home,216.5,24,3,2014.0
2338,2014-03-24,Indiana,Chicago,19.0,15.0,22.0,21.0,77.0,100.0,15.0,18.0,31.0,25.0,89.0,-120.0,1.0,Home,176.0,24,3,2014.0
2339,2014-03-24,Brooklyn,NewOrleans,26.0,32.0,18.0,22.0,104.0,100.0,20.0,22.0,31.0,25.0,109.0,-120.0,1.0,Home,198.5,24,3,2014.0
2340,2014-03-24,Philadelphia,SanAntonio,24.0,20.0,24.0,23.0,91.0,2245.0,31.0,29.0,29.0,24.0,113.0,-5245.0,20.0,Home,210.5,24,3,2014.0
2341,2014-03-24,Detroit,Utah,26.0,34.0,26.0,28.0,114.0,-130.0,23.0,17.0,29.0,25.0,94.0,110.0,2.0,Away,203.0,24,3,2014.0
2342,2014-03-24,Milwaukee,LAClippers,25.0,27.0,22.0,24.0,98.0,1670.0,35.0,22.0,22.0,27.0,106.0,-3170.0,17.0,Home,213.5,24,3,2014.0
2343,2014-03-25,Toronto,Cleveland,17.0,28.0,36.0,19.0,100.0,-190.0,26.0,33.0,29.0,14.0,102.0,162.0,4.5,Away,194.0,25,3,2014.0
2344,2014-03-25,Portland,Orlando,26.0,16.0,23.0,20.0,85.0,-255.0,23.0,27.0,29.0,16.0,95.0,212.0,6.0,Away,204.0,25,3,2014.0
2345,2014-03-25,OklahomaCity,Dallas,24.0,36.0,29.0,22.0,119.0,-160.0,28.0,31.0,25.0,27.0,128.0,135.0,3.0,Away,209.5,25,3,2014.0
2346,2014-03-25,NewYork,LALakers,22.0,20.0,31.0,23.0,96.0,-320.0,14.0,36.0,51.0,26.0,127.0,265.0,7.5,Away,216.0,25,3,2014.0
2347,2014-03-26,Brooklyn,Charlotte,28.0,31.0,19.0,27.0,111.0,115.0,24.0,34.0,25.0,22.0,116.0,-135.0,2.0,Home,190.5,26,3,2014.0
2348,2014-03-26,Phoenix,Washington,25.0,29.0,25.0,20.0,99.0,-120.0,23.0,21.0,25.0,24.0,93.0,100.0,1.5,Away,208.5,26,3,2014.0
2349,2014-03-26,Toronto,Boston,31.0,24.0,22.0,22.0,99.0,-160.0,22.0,24.0,16.0,28.0,90.0,140.0,3.5,Away,196.5,26,3,2014.0
2350,2014-03-26,Cleveland,Detroit,24.0,26.0,16.0,31.0,97.0,215.0,33.0,18.0,31.0,14.0,96.0,-265.0,6.5,Home,204.5,26,3,2014.0
2351,2014-03-26,Atlanta,Minnesota,19.0,22.0,20.0,22.0,83.0,195.0,20.0,28.0,27.0,32.0,107.0,-230.0,5.5,Home,215.0,26,3,2014.0
2352,2014-03-26,Miami,Indiana,17.0,28.0,23.0,15.0,83.0,110.0,23.0,21.0,19.0,21.0,84.0,-130.0,2.5,Home,186.5,26,3,2014.0
2353,2014-03-26,LAClippers,NewOrleans,27.0,25.0,23.0,21.0,96.0,-340.0,29.0,26.0,21.0,22.0,98.0,270.0,7.5,Away,206.0,26,3,2014.0
2354,2014-03-26,Denver,SanAntonio,28.0,15.0,24.0,36.0,103.0,985.0,34.0,29.0,21.0,24.0,108.0,-1385.0,13.5,Home,216.5,26,3,2014.0
2355,2014-03-26,NewYork,Sacramento,31.0,32.0,23.0,21.0,107.0,-140.0,28.0,20.0,24.0,27.0,99.0,120.0,2.5,Away,200.0,26,3,2014.0
2356,2014-03-26,Memphis,Utah,17.0,23.0,22.0,29.0,91.0,-435.0,25.0,25.0,21.0,16.0,87.0,345.0,8.5,Away,182.0,26,3,2014.0
2357,2014-03-27,Portland,Atlanta,22.0,31.0,25.0,22.0,100.0,-215.0,16.0,21.0,27.0,21.0,85.0,182.0,5.0,Away,206.5,27,3,2014.0
2358,2014-03-27,LALakers,Milwaukee,30.0,23.0,27.0,25.0,105.0,120.0,26.0,29.0,32.0,21.0,108.0,-140.0,2.5,Home,219.5,27,3,2014.0
2359,2014-03-27,Philadelphia,Houston,28.0,21.0,31.0,18.0,98.0,1695.0,35.0,28.0,37.0,20.0,120.0,-4963.0,20.0,Home,214.5,27,3,2014.0
2360,2014-03-28,Boston,Toronto,26.0,27.0,20.0,30.0,103.0,370.0,32.0,24.0,29.0,20.0,105.0,-475.0,9.5,Home,195.0,28,3,2014.0
2361,2014-03-28,Indiana,Washington,21.0,16.0,19.0,22.0,78.0,-125.0,24.0,20.0,30.0,17.0,91.0,105.0,1.5,Away,186.5,28,3,2014.0
2362,2014-03-28,Charlotte,Orlando,30.0,20.0,31.0,16.0,105.0,-190.0,16.0,25.0,33.0,23.0,110.0,162.0,4.5,Away,191.0,28,3,2014.0
2363,2014-03-28,Cleveland,Brooklyn,29.0,21.0,27.0,20.0,97.0,320.0,29.0,32.0,24.0,23.0,108.0,-400.0,8.0,Home,195.5,28,3,2014.0
2364,2014-03-28,Miami,Detroit,28.0,29.0,35.0,18.0,110.0,-220.0,23.0,19.0,18.0,18.0,78.0,185.0,5.0,Away,199.0,28,3,2014.0
2365,2014-03-28,Utah,NewOrleans,22.0,16.0,28.0,29.0,95.0,260.0,20.0,23.0,29.0,30.0,102.0,-315.0,7.0,Home,196.0,28,3,2014.0
2366,2014-03-28,LALakers,Minnesota,24.0,19.0,34.0,30.0,107.0,595.0,41.0,33.0,37.0,32.0,143.0,-850.0,11.5,Home,226.5,28,3,2014.0
2367,2014-03-28,Portland,Chicago,19.0,28.0,26.0,18.0,91.0,162.0,16.0,20.0,22.0,16.0,74.0,-190.0,4.5,Home,186.5,28,3,2014.0
2368,2014-03-28,Sacramento,OklahomaCity,15.0,23.0,13.0,30.0,81.0,810.0,32.0,22.0,28.0,12.0,94.0,-1300.0,13.0,Home,207.0,28,3,2014.0
2369,2014-03-28,SanAntonio,Denver,31.0,31.0,35.0,36.0,133.0,-364.0,23.0,20.0,31.0,28.0,102.0,294.0,7.5,Away,217.0,28,3,2014.0
2370,2014-03-28,NewYork,Phoenix,26.0,14.0,26.0,22.0,88.0,227.0,34.0,28.0,26.0,24.0,112.0,-275.0,6.5,Home,208.0,28,3,2014.0
2371,2014-03-28,Memphis,GoldenState,27.0,25.0,24.0,17.0,93.0,120.0,30.0,23.0,26.0,21.0,100.0,-140.0,2.5,Home,186.0,28,3,2014.0
2372,2014-03-29,Detroit,Philadelphia,23.0,28.0,17.0,30.0,98.0,-260.0,33.0,37.0,28.0,25.0,123.0,215.0,6.0,Away,211.0,29,3,2014.0
2373,2014-03-29,Atlanta,Washington,27.0,25.0,19.0,26.0,97.0,210.0,28.0,22.0,25.0,26.0,101.0,-250.0,6.0,Home,198.5,29,3,2014.0
2374,2014-03-29,LAClippers,Houston,23.0,38.0,27.0,30.0,118.0,-105.0,33.0,25.0,26.0,23.0,107.0,-115.0,1.0,Away,215.5,29,3,2014.0
2375,2014-03-29,Sacramento,Dallas,19.0,23.0,28.0,30.0,100.0,620.0,26.0,28.0,18.0,31.0,103.0,-900.0,12.0,Home,204.0,29,3,2014.0
2376,2014-03-29,NewOrleans,SanAntonio,15.0,20.0,24.0,21.0,80.0,1300.0,28.0,24.0,18.0,26.0,96.0,-2500.0,14.5,Home,202.0,29,3,2014.0
2377,2014-03-29,Miami,Milwaukee,21.0,25.0,19.0,23.0,88.0,-510.0,12.0,17.0,17.0,21.0,67.0,395.0,9.0,Away,198.0,29,3,2014.0
2378,2014-03-30,Utah,OklahomaCity,9.0,31.0,37.0,19.0,96.0,1300.0,26.0,33.0,33.0,24.0,116.0,-2500.0,15.0,Home,202.0,30,3,2014.0
2379,2014-03-30,Indiana,Cleveland,20.0,16.0,22.0,18.0,76.0,-234.0,25.0,24.0,24.0,17.0,90.0,194.0,5.5,Away,182.5,30,3,2014.0
2380,2014-03-30,Toronto,Orlando,27.0,30.0,16.0,25.0,98.0,-205.0,22.0,16.0,26.0,29.0,93.0,175.0,5.0,Away,194.0,30,3,2014.0
2381,2014-03-30,Minnesota,Brooklyn,27.0,27.0,28.0,17.0,99.0,160.0,30.0,29.0,26.0,29.0,114.0,-185.0,4.0,Home,210.5,30,3,2014.0
2382,2014-03-30,Chicago,Boston,25.0,26.0,27.0,29.0,107.0,-195.0,26.0,24.0,27.0,25.0,102.0,165.0,4.5,Away,180.5,30,3,2014.0
2383,2014-03-30,Memphis,Portland,23.0,22.0,25.0,28.0,98.0,115.0,25.0,32.0,29.0,19.0,105.0,-135.0,2.0,Home,189.0,30,3,2014.0
2384,2014-03-30,NewYork,GoldenState,22.0,34.0,18.0,15.0,89.0,250.0,32.0,12.0,22.0,18.0,84.0,-300.0,7.0,Home,202.5,30,3,2014.0
2385,2014-03-30,Phoenix,LALakers,15.0,28.0,31.0,25.0,99.0,-500.0,26.0,35.0,28.0,26.0,115.0,390.0,9.0,Away,224.0,30,3,2014.0
2386,2014-03-31,Washington,Charlotte,20.0,40.0,20.0,14.0,94.0,130.0,25.0,19.0,26.0,30.0,100.0,-150.0,3.0,Home,194.5,31,3,2014.0
2387,2014-03-31,SanAntonio,Indiana,25.0,23.0,21.0,34.0,103.0,-190.0,15.0,20.0,24.0,18.0,77.0,162.0,4.0,Away,188.5,31,3,2014.0
2388,2014-03-31,Toronto,Miami,23.0,28.0,14.0,18.0,83.0,220.0,24.0,30.0,20.0,19.0,93.0,-265.0,6.0,Home,192.0,31,3,2014.0
2389,2014-03-31,Milwaukee,Detroit,30.0,31.0,21.0,29.0,111.0,240.0,34.0,18.0,29.0,35.0,116.0,-290.0,6.5,Home,206.5,31,3,2014.0
2390,2014-03-31,Philadelphia,Atlanta,31.0,22.0,20.0,22.0,95.0,670.0,18.0,25.0,32.0,28.0,103.0,-1000.0,12.0,Home,210.5,31,3,2014.0
2391,2014-03-31,Boston,Chicago,24.0,26.0,20.0,10.0,80.0,425.0,25.0,23.0,23.0,23.0,94.0,-550.0,9.5,Home,184.5,31,3,2014.0
2392,2014-03-31,Sacramento,NewOrleans,29.0,24.0,27.0,22.0,102.0,155.0,22.0,33.0,21.0,21.0,97.0,-180.0,4.0,Home,196.5,31,3,2014.0
2393,2014-03-31,LAClippers,Minnesota,26.0,28.0,34.0,26.0,114.0,-145.0,22.0,29.0,15.0,38.0,104.0,125.0,2.5,Away,213.5,31,3,2014.0
2394,2014-03-31,NewYork,Utah,21.0,27.0,31.0,13.0,92.0,-151.0,27.0,22.0,20.0,14.0,83.0,131.0,3.0,Away,193.0,31,3,2014.0
2395,2014-03-31,Memphis,Denver,25.0,22.0,28.0,19.0,94.0,-190.0,16.0,29.0,23.0,24.0,92.0,162.0,4.5,Away,201.0,31,3,2014.0
2396,2014-04-01,Houston,Brooklyn,24.0,27.0,28.0,17.0,96.0,135.0,29.0,25.0,29.0,22.0,105.0,-159.0,3.5,Home,210.0,1,4,2014.0
2397,2014-04-01,GoldenState,Dallas,30.0,23.0,32.0,23.0,122.0,180.0,21.0,41.0,19.0,27.0,120.0,-210.0,5.0,Home,207.0,1,4,2014.0
2398,2014-04-01,Portland,LALakers,29.0,34.0,28.0,33.0,124.0,-425.0,27.0,34.0,22.0,29.0,112.0,335.0,8.5,Away,218.0,1,4,2014.0
2399,2014-04-02,Boston,Washington,21.0,25.0,16.0,30.0,92.0,326.0,29.0,28.0,32.0,29.0,118.0,-409.0,8.0,Home,200.0,2,4,2014.0
2400,2014-04-02,Brooklyn,NewYork,20.0,18.0,23.0,20.0,81.0,125.0,29.0,34.0,19.0,28.0,110.0,-145.0,2.5,Home,195.0,2,4,2014.0
2401,2014-04-02,Detroit,Indiana,27.0,19.0,28.0,20.0,94.0,519.0,28.0,22.0,23.0,28.0,101.0,-715.0,10.5,Home,191.0,2,4,2014.0
2402,2014-04-02,Houston,Toronto,25.0,25.0,30.0,23.0,103.0,110.0,23.0,32.0,35.0,17.0,107.0,-130.0,2.0,Home,202.5,2,4,2014.0
2403,2014-04-02,Cleveland,Orlando,35.0,35.0,24.0,25.0,119.0,-135.0,27.0,20.0,21.0,30.0,98.0,115.0,2.0,Away,197.0,2,4,2014.0
2404,2014-04-02,Charlotte,Philadelphia,31.0,32.0,25.0,35.0,123.0,-388.0,19.0,19.0,25.0,30.0,93.0,316.0,8.0,Away,205.0,2,4,2014.0
2405,2014-04-02,Chicago,Atlanta,31.0,26.0,21.0,27.0,105.0,-135.0,31.0,18.0,23.0,20.0,92.0,115.0,2.0,Away,183.5,2,4,2014.0
2406,2014-04-02,Milwaukee,Miami,19.0,19.0,19.0,20.0,77.0,890.0,33.0,23.0,21.0,19.0,96.0,-1500.0,13.0,Home,194.0,2,4,2014.0
2407,2014-04-02,Memphis,Minnesota,20.0,21.0,20.0,27.0,88.0,-195.0,20.0,28.0,29.0,25.0,102.0,165.0,4.5,Away,198.0,2,4,2014.0
2408,2014-04-02,GoldenState,SanAntonio,18.0,24.0,25.0,23.0,90.0,485.0,31.0,26.0,30.0,24.0,111.0,-650.0,10.5,Home,200.0,2,4,2014.0
2409,2014-04-02,NewOrleans,Denver,26.0,27.0,28.0,26.0,107.0,155.0,40.0,31.0,34.0,32.0,137.0,-180.0,4.0,Home,209.0,2,4,2014.0
2410,2014-04-02,LAClippers,Phoenix,30.0,30.0,18.0,34.0,112.0,130.0,25.0,37.0,29.0,17.0,108.0,-150.0,2.5,Home,212.5,2,4,2014.0
2411,2014-04-02,LALakers,Sacramento,23.0,29.0,24.0,26.0,102.0,290.0,24.0,36.0,27.0,20.0,107.0,-350.0,7.5,Home,218.5,2,4,2014.0
2412,2014-04-03,SanAntonio,OklahomaCity,24.0,27.0,20.0,23.0,94.0,145.0,22.0,26.0,32.0,26.0,106.0,-170.0,3.5,Home,206.0,3,4,2014.0
2413,2014-04-03,Dallas,LAClippers,32.0,26.0,28.0,27.0,113.0,155.0,26.0,30.0,25.0,26.0,107.0,-180.0,4.0,Home,211.5,3,4,2014.0
2414,2014-04-04,Indiana,Toronto,28.0,18.0,29.0,19.0,94.0,-125.0,27.0,27.0,21.0,27.0,102.0,105.0,1.5,Away,178.5,4,4,2014.0
2415,2014-04-04,Orlando,Charlotte,19.0,17.0,24.0,20.0,80.0,450.0,20.0,33.0,19.0,19.0,91.0,-600.0,9.5,Home,194.0,4,4,2014.0
