,Date,AwayTeam,HomeTeam,AwayFirst,AwaySecond,AwayThird,AwayFourth,AwayFinal,AwayML,HomeFirst,HomeSecond,HomeThird,HomeFourth,HomeFinal,HomeML,Spread,Favorite,TotalPoints,day,month,year
4209,2015-12-07,Boston,NewOrleans,25.0,28.0,28.0,30.0,111.0,-125.0,25.0,19.0,23.0,26.0,93.0,105.0,1.5,Away,211.0,7,12,2015.0
4210,2015-12-07,Phoenix,Chicago,27.0,24.0,10.0,42.0,103.0,265.0,30.0,21.0,26.0,24.0,101.0,-320.0,7.0,Home,204.0,7,12,2015.0
4211,2015-12-07,Portland,Milwaukee,16.0,17.0,29.0,26.0,88.0,-130.0,25.0,17.0,18.0,30.0,90.0,110.0,2.0,Away,199.5,7,12,2015.0
4212,2015-12-07,LAClippers,Minnesota,29.0,21.0,21.0,39.0,110.0,-180.0,25.0,27.0,25.0,29.0,106.0,160.0,4.0,Away,205.5,7,12,2015.0
4213,2015-12-08,GoldenState,Indiana,44.0,35.0,32.0,20.0,131.0,-250.0,28.0,32.0,23.0,40.0,123.0,210.0,5.5,Away,215.0,8,12,2015.0
4214,2015-12-08,Portland,Cleveland,25.0,31.0,19.0,25.0,100.0,425.0,17.0,30.0,30.0,28.0,105.0,-550.0,9.0,Home,199.5,8,12,2015.0
4215,2015-12-08,Houston,Brooklyn,24.0,22.0,26.0,33.0,105.0,-215.0,31.0,26.0,23.0,30.0,110.0,185.0,5.0,Away,206.5,8,12,2015.0
4216,2015-12-08,OklahomaCity,Memphis,28.0,31.0,39.0,27.0,125.0,-130.0,25.0,22.0,16.0,25.0,88.0,110.0,2.0,Away,201.5,8,12,2015.0
4217,2015-12-08,Orlando,Denver,26.0,14.0,22.0,23.0,85.0,-170.0,26.0,21.0,16.0,11.0,74.0,150.0,4.0,Away,198.5,8,12,2015.0
4218,2015-12-08,Utah,Sacramento,22.0,26.0,32.0,26.0,106.0,130.0,33.0,21.0,32.0,28.0,114.0,-150.0,3.0,Home,205.5,8,12,2015.0
4219,2015-12-09,Miami,Charlotte,17.0,19.0,18.0,27.0,81.0,-120.0,27.0,29.0,24.0,19.0,99.0,100.0,1.0,Away,192.0,9,12,2015.0
4220,2015-12-09,Chicago,Boston,24.0,30.0,21.0,25.0,100.0,145.0,24.0,27.0,24.0,30.0,105.0,-165.0,3.5,Home,200.0,9,12,2015.0
4221,2015-12-09,Houston,Washington,30.0,26.0,26.0,27.0,109.0,165.0,17.0,30.0,36.0,20.0,103.0,-185.0,4.0,Home,214.5,9,12,2015.0
4222,2015-12-09,SanAntonio,Toronto,21.0,25.0,16.0,32.0,94.0,-260.0,27.0,26.0,20.0,24.0,97.0,220.0,6.0,Away,187.5,9,12,2015.0
4223,2015-12-09,Memphis,Detroit,24.0,19.0,24.0,26.0,93.0,160.0,17.0,30.0,27.0,18.0,92.0,-180.0,4.5,Home,194.0,9,12,2015.0
4224,2015-12-09,LALakers,Minnesota,32.0,25.0,24.0,33.0,122.0,270.0,35.0,24.0,25.0,30.0,123.0,-330.0,7.5,Home,204.5,9,12,2015.0
4225,2015-12-09,LAClippers,Milwaukee,25.0,22.0,28.0,34.0,109.0,-220.0,26.0,22.0,20.0,27.0,95.0,190.0,5.0,Away,200.0,9,12,2015.0
4226,2015-12-09,Orlando,Phoenix,24.0,23.0,26.0,31.0,104.0,175.0,21.0,28.0,35.0,23.0,107.0,-200.0,4.5,Home,206.0,9,12,2015.0
4227,2015-12-09,NewYork,Utah,11.0,24.0,24.0,26.0,85.0,125.0,29.0,31.0,22.0,24.0,106.0,-145.0,2.5,Home,192.5,9,12,2015.0
4228,2015-12-09,Atlanta,Dallas,22.0,27.0,27.0,22.0,98.0,-130.0,23.0,21.0,28.0,23.0,95.0,110.0,2.0,Away,201.5,9,12,2015.0
4229,2015-12-10,Philadelphia,Brooklyn,13.0,31.0,30.0,17.0,91.0,230.0,24.0,28.0,18.0,30.0,100.0,-270.0,6.0,Home,199.5,10,12,2015.0
4230,2015-12-10,Atlanta,OklahomaCity,28.0,21.0,26.0,19.0,94.0,290.0,35.0,25.0,23.0,24.0,107.0,-350.0,7.5,Home,210.0,10,12,2015.0
4231,2015-12-10,LAClippers,Chicago,24.0,11.0,19.0,26.0,80.0,-125.0,23.0,21.0,20.0,19.0,83.0,105.0,1.5,Away,203.0,10,12,2015.0
4232,2015-12-10,NewYork,Sacramento,16.0,23.0,26.0,32.0,97.0,210.0,24.0,22.0,30.0,23.0,99.0,-250.0,6.0,Home,210.0,10,12,2015.0
4233,2015-12-11,Detroit,Philadelphia,35.0,23.0,31.0,18.0,107.0,-450.0,14.0,32.0,20.0,29.0,95.0,375.0,9.0,Away,193.0,11,12,2015.0
4234,2015-12-11,Miami,Indiana,21.0,27.0,20.0,15.0,83.0,175.0,20.0,27.0,30.0,19.0,96.0,-200.0,5.0,Home,196.5,11,12,2015.0
4235,2015-12-11,Cleveland,Orlando,22.0,31.0,30.0,28.0,111.0,-160.0,20.0,17.0,15.0,24.0,76.0,140.0,3.0,Away,198.0,11,12,2015.0
4236,2015-12-11,GoldenState,Boston,26.0,31.0,25.0,21.0,124.0,-230.0,25.0,28.0,22.0,28.0,119.0,195.0,5.0,Away,214.5,11,12,2015.0
4237,2015-12-11,Milwaukee,Toronto,17.0,14.0,29.0,23.0,83.0,280.0,24.0,25.0,21.0,20.0,90.0,-340.0,7.5,Home,191.5,11,12,2015.0
4238,2015-12-11,Washington,NewOrleans,27.0,27.0,23.0,28.0,105.0,145.0,29.0,26.0,22.0,30.0,107.0,-165.0,3.5,Home,211.0,11,12,2015.0
4239,2015-12-11,Charlotte,Memphis,29.0,30.0,34.0,30.0,123.0,115.0,35.0,19.0,19.0,26.0,99.0,-135.0,2.0,Home,193.0,11,12,2015.0
4240,2015-12-11,OklahomaCity,Utah,27.0,25.0,20.0,22.0,94.0,-165.0,15.0,29.0,23.0,23.0,90.0,145.0,3.5,Away,204.0,11,12,2015.0
4241,2015-12-11,LALakers,SanAntonio,27.0,22.0,22.0,16.0,87.0,1400.0,31.0,20.0,28.0,30.0,109.0,-4000.0,15.5,Home,194.0,11,12,2015.0
4242,2015-12-11,Portland,Phoenix,33.0,24.0,21.0,28.0,106.0,160.0,26.0,35.0,21.0,14.0,96.0,-180.0,4.0,Home,209.5,11,12,2015.0
4243,2015-12-12,LAClippers,Brooklyn,28.0,29.0,20.0,28.0,105.0,-280.0,20.0,24.0,19.0,37.0,100.0,240.0,6.5,Away,206.0,12,12,2015.0
4244,2015-12-12,Boston,Charlotte,16.0,22.0,35.0,25.0,98.0,135.0,17.0,25.0,27.0,24.0,93.0,-155.0,3.0,Home,202.5,12,12,2015.0
4245,2015-12-12,Indiana,Detroit,29.0,26.0,24.0,17.0,96.0,100.0,28.0,37.0,37.0,16.0,118.0,-120.0,1.0,Home,204.0,12,12,2015.0
4246,2015-12-12,LALakers,Houston,25.0,21.0,30.0,21.0,97.0,650.0,32.0,31.0,28.0,35.0,126.0,-1000.0,11.5,Home,212.5,12,12,2015.0
4247,2015-12-12,SanAntonio,Atlanta,22.0,25.0,32.0,24.0,103.0,-150.0,13.0,12.0,30.0,23.0,78.0,130.0,3.0,Away,190.5,12,12,2015.0
4248,2015-12-12,NewOrleans,Chicago,28.0,17.0,25.0,24.0,94.0,270.0,20.0,22.0,22.0,34.0,98.0,-330.0,7.0,Home,202.0,12,12,2015.0
4249,2015-12-12,GoldenState,Milwaukee,28.0,20.0,29.0,18.0,95.0,-550.0,30.0,29.0,21.0,28.0,108.0,425.0,9.5,Away,206.5,12,12,2015.0
4250,2015-12-12,Washington,Dallas,26.0,25.0,39.0,24.0,114.0,230.0,28.0,22.0,22.0,39.0,111.0,-270.0,6.5,Home,205.0,12,12,2015.0
4251,2015-12-12,NewYork,Portland,21.0,34.0,21.0,36.0,112.0,145.0,29.0,27.0,30.0,24.0,110.0,-165.0,3.5,Home,198.0,12,12,2015.0
4252,2015-12-13,Minnesota,Phoenix,27.0,22.0,17.0,35.0,101.0,190.0,25.0,30.0,30.0,23.0,108.0,-220.0,5.0,Home,209.5,13,12,2015.0
4253,2015-12-13,Memphis,Miami,27.0,29.0,22.0,19.0,97.0,125.0,21.0,27.0,23.0,29.0,100.0,-145.0,2.5,Home,189.0,13,12,2015.0
4254,2015-12-13,Philadelphia,Toronto,24.0,20.0,14.0,18.0,76.0,700.0,32.0,20.0,17.0,27.0,96.0,-1100.0,11.5,Home,192.5,13,12,2015.0
4255,2015-12-13,Utah,OklahomaCity,21.0,30.0,25.0,20.0,98.0,400.0,16.0,22.0,33.0,25.0,104.0,-500.0,9.0,Home,203.0,13,12,2015.0
4256,2015-12-14,Toronto,Indiana,28.0,13.0,23.0,26.0,90.0,175.0,27.0,25.0,21.0,33.0,106.0,-200.0,4.5,Home,199.5,14,12,2015.0
4257,2015-12-14,LAClippers,Detroit,27.0,21.0,25.0,21.0,105.0,-130.0,27.0,12.0,24.0,31.0,103.0,110.0,2.0,Away,205.0,14,12,2015.0
4258,2015-12-14,Orlando,Brooklyn,25.0,27.0,31.0,22.0,105.0,-165.0,25.0,20.0,24.0,13.0,82.0,145.0,3.5,Away,197.5,14,12,2015.0
4259,2015-12-14,Philadelphia,Chicago,19.0,37.0,12.0,28.0,96.0,1000.0,24.0,27.0,34.0,30.0,115.0,-2000.0,13.5,Home,195.0,14,12,2015.0
4260,2015-12-14,Miami,Atlanta,22.0,25.0,27.0,26.0,100.0,220.0,20.0,18.0,23.0,27.0,88.0,-260.0,6.0,Home,192.5,14,12,2015.0
4261,2015-12-14,Washington,Memphis,21.0,25.0,15.0,34.0,95.0,135.0,25.0,32.0,26.0,29.0,112.0,-155.0,3.0,Home,201.0,14,12,2015.0
4262,2015-12-14,Phoenix,Dallas,21.0,22.0,15.0,36.0,94.0,160.0,25.0,21.0,31.0,27.0,104.0,-180.0,4.0,Home,208.0,14,12,2015.0
4263,2015-12-14,Utah,SanAntonio,15.0,21.0,22.0,23.0,81.0,800.0,29.0,30.0,39.0,20.0,118.0,-1400.0,12.5,Home,186.0,14,12,2015.0
4264,2015-12-14,Houston,Denver,22.0,36.0,24.0,26.0,108.0,-190.0,36.0,18.0,34.0,26.0,114.0,170.0,4.5,Away,209.5,14,12,2015.0
4265,2015-12-14,NewOrleans,Portland,31.0,17.0,21.0,32.0,101.0,140.0,26.0,24.0,28.0,27.0,105.0,-160.0,3.0,Home,211.0,14,12,2015.0
4266,2015-12-15,Cleveland,Boston,23.0,17.0,29.0,20.0,89.0,-120.0,25.0,21.0,15.0,16.0,77.0,100.0,1.0,Away,202.0,15,12,2015.0
4267,2015-12-15,Denver,Minnesota,27.0,36.0,29.0,20.0,112.0,220.0,24.0,25.0,31.0,20.0,100.0,-260.0,6.0,Home,202.5,15,12,2015.0
4268,2015-12-15,Houston,Sacramento,31.0,19.0,24.0,23.0,97.0,125.0,31.0,26.0,25.0,25.0,107.0,-145.0,2.5,Home,222.0,15,12,2015.0
4269,2015-12-15,Milwaukee,LALakers,25.0,21.0,20.0,29.0,95.0,-180.0,30.0,25.0,31.0,27.0,113.0,160.0,4.0,Away,198.5,15,12,2015.0
4270,2015-12-16,Dallas,Indiana,19.0,28.0,17.0,17.0,81.0,160.0,20.0,25.0,30.0,32.0,107.0,-180.0,4.0,Home,207.5,16,12,2015.0
4271,2015-12-16,Minnesota,NewYork,26.0,14.0,30.0,32.0,102.0,170.0,27.0,33.0,18.0,29.0,107.0,-190.0,4.5,Home,199.0,16,12,2015.0
4272,2015-12-16,Miami,Brooklyn,22.0,33.0,29.0,20.0,104.0,-220.0,30.0,20.0,28.0,20.0,98.0,190.0,5.0,Away,191.0,16,12,2015.0
4273,2015-12-16,Boston,Detroit,25.0,27.0,31.0,33.0,116.0,120.0,18.0,37.0,30.0,34.0,119.0,-140.0,2.5,Home,198.0,16,12,2015.0
4274,2015-12-16,Philadelphia,Atlanta,23.0,32.0,21.0,30.0,106.0,1100.0,32.0,34.0,36.0,25.0,127.0,-2500.0,13.5,Home,199.0,16,12,2015.0
4275,2015-12-16,Portland,OklahomaCity,26.0,19.0,22.0,23.0,90.0,500.0,31.0,21.0,36.0,18.0,106.0,-700.0,11.0,Home,208.0,16,12,2015.0
4276,2015-12-16,Memphis,Chicago,26.0,27.0,13.0,19.0,85.0,160.0,30.0,20.0,24.0,24.0,98.0,-180.0,4.0,Home,194.5,16,12,2015.0
4277,2015-12-16,Washington,SanAntonio,31.0,21.0,19.0,24.0,95.0,900.0,26.0,29.0,31.0,28.0,114.0,-1600.0,13.0,Home,197.5,16,12,2015.0
4278,2015-12-16,NewOrleans,Utah,27.0,24.0,22.0,31.0,104.0,135.0,24.0,26.0,29.0,15.0,94.0,-155.0,3.0,Home,200.5,16,12,2015.0
4279,2015-12-16,Milwaukee,LAClippers,21.0,22.0,23.0,24.0,90.0,600.0,29.0,25.0,24.0,25.0,103.0,-900.0,11.0,Home,198.0,16,12,2015.0
4280,2015-12-16,Phoenix,GoldenState,28.0,18.0,19.0,38.0,103.0,750.0,26.0,33.0,46.0,23.0,128.0,-1200.0,12.0,Home,219.5,16,12,2015.0
4281,2015-12-17,Toronto,Charlotte,20.0,24.0,21.0,25.0,99.0,-150.0,25.0,31.0,21.0,13.0,109.0,130.0,3.0,Away,193.5,17,12,2015.0
4282,2015-12-17,OklahomaCity,Cleveland,28.0,19.0,31.0,22.0,100.0,110.0,26.0,20.0,28.0,30.0,104.0,-130.0,2.0,Home,203.5,17,12,2015.0
4283,2015-12-17,Houston,LALakers,29.0,23.0,26.0,29.0,107.0,-240.0,18.0,21.0,29.0,19.0,87.0,200.0,6.0,Away,215.5,17,12,2015.0
4284,2015-12-18,Portland,Orlando,26.0,22.0,20.0,26.0,94.0,170.0,29.0,20.0,25.0,28.0,102.0,-190.0,4.5,Home,202.0,18,12,2015.0
4285,2015-12-18,Brooklyn,Indiana,18.0,29.0,30.0,20.0,97.0,500.0,23.0,26.0,23.0,32.0,104.0,-700.0,10.5,Home,206.5,18,12,2015.0
4286,2015-12-18,NewYork,Philadelphia,30.0,35.0,24.0,18.0,107.0,-250.0,23.0,21.0,24.0,29.0,97.0,210.0,6.5,Away,196.5,18,12,2015.0
4287,2015-12-18,Atlanta,Boston,19.0,23.0,29.0,38.0,109.0,145.0,25.0,18.0,30.0,28.0,101.0,-165.0,4.0,Home,206.5,18,12,2015.0
4288,2015-12-18,Toronto,Miami,27.0,23.0,31.0,27.0,108.0,170.0,25.0,30.0,22.0,17.0,94.0,-190.0,4.5,Home,187.0,18,12,2015.0
4289,2015-12-18,Detroit,Chicago,31.0,24.0,19.0,31.0,147.0,170.0,27.0,25.0,25.0,28.0,144.0,-190.0,4.5,Home,197.0,18,12,2015.0
4290,2015-12-18,Sacramento,Minnesota,24.0,30.0,23.0,18.0,95.0,-135.0,31.0,27.0,25.0,16.0,99.0,115.0,2.5,Away,213.5,18,12,2015.0
4291,2015-12-18,LAClippers,SanAntonio,30.0,25.0,33.0,19.0,107.0,280.0,26.0,29.0,30.0,30.0,115.0,-340.0,7.5,Home,196.0,18,12,2015.0
4292,2015-12-18,Memphis,Dallas,26.0,23.0,17.0,22.0,88.0,115.0,25.0,30.0,20.0,22.0,97.0,-135.0,2.0,Home,197.0,18,12,2015.0
4293,2015-12-18,Denver,Utah,23.0,26.0,24.0,15.0,88.0,190.0,30.0,23.0,24.0,20.0,97.0,-220.0,5.5,Home,193.5,18,12,2015.0
4294,2015-12-18,NewOrleans,Phoenix,17.0,25.0,22.0,24.0,88.0,135.0,28.0,25.0,24.0,27.0,104.0,-155.0,3.0,Home,213.5,18,12,2015.0
4295,2015-12-18,Milwaukee,GoldenState,36.0,34.0,23.0,19.0,112.0,2000.0,33.0,25.0,27.0,36.0,121.0,-9900.0,19.0,Home,211.0,18,12,2015.0
4296,2015-12-19,LALakers,OklahomaCity,15.0,26.0,14.0,23.0,78.0,1700.0,35.0,32.0,25.0,26.0,118.0,-5000.0,16.0,Home,208.0,19,12,2015.0
4297,2015-12-19,Charlotte,Washington,27.0,26.0,22.0,26.0,101.0,-130.0,28.0,31.0,27.0,23.0,109.0,110.0,2.0,Away,206.0,19,12,2015.0
4298,2015-12-19,Chicago,NewYork,18.0,21.0,29.0,23.0,91.0,115.0,25.0,24.0,28.0,30.0,107.0,-135.0,2.0,Home,194.5,19,12,2015.0
4299,2015-12-19,Indiana,Memphis,16.0,27.0,23.0,18.0,84.0,-115.0,21.0,23.0,26.0,26.0,96.0,-105.0,1.0,Away,200.0,19,12,2015.0
4300,2015-12-19,LAClippers,Houston,17.0,29.0,25.0,26.0,97.0,-140.0,38.0,19.0,26.0,24.0,107.0,120.0,2.5,Away,212.5,19,12,2015.0
4301,2015-12-20,Minnesota,Brooklyn,26.0,26.0,23.0,25.0,100.0,-130.0,16.0,27.0,22.0,20.0,85.0,110.0,1.5,Away,202.0,20,12,2015.0
4302,2015-12-20,Portland,Miami,32.0,30.0,24.0,23.0,109.0,170.0,23.0,29.0,30.0,34.0,116.0,-200.0,5.0,Home,192.5,20,12,2015.0
4303,2015-12-20,Philadelphia,Cleveland,25.0,13.0,22.0,26.0,86.0,1700.0,21.0,34.0,33.0,20.0,108.0,-5000.0,16.5,Home,198.0,20,12,2015.0
4304,2015-12-20,Milwaukee,Phoenix,27.0,18.0,25.0,31.0,101.0,280.0,26.0,27.0,18.0,24.0,95.0,-345.0,7.5,Home,202.0,20,12,2015.0
4305,2015-12-20,Atlanta,Orlando,25.0,27.0,25.0,26.0,103.0,-120.0,29.0,13.0,36.0,22.0,100.0,100.0,1.5,Away,201.5,20,12,2015.0
4306,2015-12-20,Sacramento,Toronto,37.0,18.0,23.0,26.0,104.0,200.0,18.0,30.0,22.0,24.0,94.0,-240.0,5.5,Home,206.5,20,12,2015.0
4307,2015-12-20,NewOrleans,Denver,36.0,31.0,32.0,31.0,130.0,-105.0,31.0,43.0,22.0,29.0,125.0,-115.0,1.0,Away,204.5,20,12,2015.0
4308,2015-12-21,Sacramento,Washington,35.0,24.0,25.0,15.0,99.0,120.0,34.0,29.0,21.0,29.0,113.0,-140.0,2.5,Home,218.5,21,12,2015.0
4309,2015-12-21,Minnesota,Boston,26.0,27.0,19.0,27.0,99.0,300.0,34.0,26.0,32.0,21.0,113.0,-360.0,7.5,Home,209.5,21,12,2015.0
4310,2015-12-21,Orlando,NewYork,29.0,23.0,26.0,29.0,107.0,120.0,21.0,25.0,27.0,26.0,99.0,-140.0,2.5,Home,198.5,21,12,2015.0
4311,2015-12-21,Brooklyn,Chicago,29.0,29.0,27.0,20.0,105.0,550.0,22.0,33.0,23.0,24.0,102.0,-800.0,10.5,Home,197.0,21,12,2015.0
4312,2015-12-21,Portland,Atlanta,17.0,26.0,15.0,39.0,97.0,525.0,26.0,29.0,22.0,29.0,106.0,-750.0,10.5,Home,196.0,21,12,2015.0
4313,2015-12-21,Charlotte,Houston,28.0,16.0,16.0,35.0,95.0,135.0,27.0,18.0,24.0,33.0,102.0,-155.0,3.0,Home,208.0,21,12,2015.0
4314,2015-12-21,Indiana,SanAntonio,21.0,27.0,22.0,22.0,92.0,400.0,23.0,27.0,29.0,27.0,106.0,-500.0,9.0,Home,199.0,21,12,2015.0
4315,2015-12-21,Phoenix,Utah,21.0,22.0,18.0,28.0,89.0,165.0,33.0,21.0,25.0,31.0,110.0,-185.0,4.5,Home,198.0,21,12,2015.0
4316,2015-12-21,OklahomaCity,LAClippers,23.0,27.0,22.0,28.0,100.0,-125.0,29.0,23.0,25.0,22.0,99.0,105.0,1.5,Away,209.0,21,12,2015.0
4317,2015-12-22,Memphis,Philadelphia,31.0,22.0,24.0,27.0,104.0,-700.0,23.0,24.0,19.0,24.0,90.0,500.0,10.0,Away,193.5,22,12,2015.0
4318,2015-12-22,Dallas,Toronto,16.0,20.0,31.0,32.0,99.0,170.0,32.0,17.0,23.0,31.0,103.0,-190.0,4.5,Home,196.0,22,12,2015.0
4319,2015-12-22,Detroit,Miami,18.0,36.0,18.0,21.0,93.0,125.0,34.0,18.0,23.0,17.0,92.0,-145.0,2.5,Home,194.5,22,12,2015.0
4320,2015-12-22,LALakers,Denver,26.0,25.0,32.0,28.0,111.0,190.0,34.0,30.0,16.0,27.0,107.0,-220.0,5.5,Home,204.5,22,12,2015.0
4321,2015-12-23,NewYork,Cleveland,24.0,26.0,22.0,12.0,84.0,850.0,31.0,24.0,17.0,19.0,91.0,-1500.0,13.0,Home,194.5,23,12,2015.0
4322,2015-12-23,Boston,Charlotte,29.0,18.0,27.0,28.0,102.0,100.0,21.0,19.0,22.0,27.0,89.0,-120.0,1.0,Home,204.0,23,12,2015.0
4323,2015-12-23,Houston,Orlando,33.0,20.0,21.0,27.0,101.0,-105.0,27.0,32.0,28.0,17.0,104.0,-115.0,1.0,Away,207.5,23,12,2015.0
4324,2015-12-23,Sacramento,Indiana,30.0,34.0,20.0,24.0,108.0,250.0,27.0,22.0,33.0,24.0,106.0,-300.0,6.5,Home,215.0,23,12,2015.0
4325,2015-12-23,Dallas,Brooklyn,32.0,32.0,17.0,27.0,119.0,-155.0,26.0,27.0,34.0,21.0,118.0,135.0,3.0,Away,199.0,23,12,2015.0
4326,2015-12-23,SanAntonio,Minnesota,28.0,24.0,25.0,31.0,108.0,-700.0,16.0,22.0,23.0,22.0,83.0,500.0,10.5,Away,195.0,23,12,2015.0
4327,2015-12-23,Portland,NewOrleans,23.0,13.0,29.0,24.0,89.0,280.0,26.0,27.0,27.0,35.0,115.0,-340.0,7.5,Home,203.0,23,12,2015.0
4328,2015-12-23,Philadelphia,Milwaukee,18.0,28.0,24.0,30.0,100.0,550.0,35.0,30.0,27.0,21.0,113.0,-800.0,11.0,Home,195.0,23,12,2015.0
4329,2015-12-23,Detroit,Atlanta,26.0,19.0,22.0,33.0,100.0,250.0,27.0,34.0,21.0,25.0,107.0,-300.0,7.0,Home,200.5,23,12,2015.0
4330,2015-12-23,Denver,Phoenix,33.0,23.0,23.0,25.0,104.0,375.0,21.0,29.0,22.0,24.0,96.0,-450.0,9.0,Home,208.0,23,12,2015.0
4331,2015-12-23,Utah,GoldenState,13.0,25.0,20.0,27.0,85.0,1100.0,23.0,24.0,26.0,30.0,103.0,-2500.0,14.0,Home,208.5,23,12,2015.0
4332,2015-12-23,OklahomaCity,LALakers,27.0,30.0,35.0,28.0,120.0,-2500.0,17.0,29.0,15.0,24.0,85.0,1100.0,14.0,Away,207.0,23,12,2015.0
4333,2015-12-25,NewOrleans,Miami,15.0,23.0,14.0,26.0,88.0,155.0,27.0,15.0,21.0,15.0,94.0,-175.0,4.0,Home,200.5,25,12,2015.0
4334,2015-12-25,Chicago,OklahomaCity,32.0,22.0,32.0,19.0,105.0,400.0,26.0,26.0,16.0,28.0,96.0,-500.0,9.5,Home,205.5,25,12,2015.0
4335,2015-12-25,Cleveland,GoldenState,19.0,23.0,17.0,24.0,83.0,240.0,28.0,17.0,19.0,25.0,89.0,-280.0,6.5,Home,207.5,25,12,2015.0
4336,2015-12-25,SanAntonio,Houston,22.0,21.0,17.0,24.0,84.0,-300.0,25.0,13.0,23.0,27.0,88.0,250.0,7.0,Away,204.5,25,12,2015.0
4337,2015-12-25,LAClippers,LALakers,32.0,28.0,25.0,9.0,94.0,-1100.0,22.0,22.0,13.0,27.0,84.0,700.0,12.5,Away,207.5,25,12,2015.0
4338,2015-12-26,Washington,Brooklyn,34.0,18.0,27.0,32.0,111.0,-140.0,26.0,24.0,27.0,19.0,96.0,120.0,2.5,Away,205.0,26,12,2015.0
4339,2015-12-26,Toronto,Milwaukee,22.0,34.0,20.0,35.0,111.0,-150.0,17.0,35.0,27.0,11.0,90.0,130.0,3.0,Away,193.0,26,12,2015.0
4340,2015-12-26,Houston,NewOrleans,41.0,21.0,29.0,17.0,108.0,-120.0,33.0,30.0,21.0,26.0,110.0,100.0,1.0,Away,209.5,26,12,2015.0
4341,2015-12-26,Memphis,Charlotte,28.0,25.0,21.0,18.0,92.0,120.0,30.0,23.0,21.0,24.0,98.0,-140.0,2.5,Home,192.0,26,12,2015.0
4342,2015-12-26,Miami,Orlando,20.0,24.0,25.0,39.0,108.0,175.0,24.0,32.0,20.0,25.0,101.0,-200.0,5.0,Home,193.0,26,12,2015.0
4343,2015-12-26,Boston,Detroit,25.0,26.0,25.0,23.0,99.0,-120.0,24.0,22.0,15.0,32.0,93.0,100.0,1.0,Away,203.5,26,12,2015.0
4344,2015-12-26,NewYork,Atlanta,32.0,31.0,12.0,23.0,98.0,290.0,22.0,38.0,27.0,30.0,117.0,-350.0,7.5,Home,203.0,26,12,2015.0
4345,2015-12-26,Indiana,Minnesota,21.0,22.0,23.0,36.0,102.0,-165.0,21.0,23.0,24.0,20.0,88.0,145.0,3.5,Away,206.0,26,12,2015.0
4346,2015-12-26,Chicago,Dallas,26.0,34.0,29.0,22.0,111.0,120.0,33.0,26.0,31.0,28.0,118.0,-140.0,2.5,Home,200.0,26,12,2015.0
4347,2015-12-26,Denver,SanAntonio,20.0,22.0,23.0,21.0,86.0,1200.0,22.0,34.0,20.0,25.0,101.0,-3000.0,14.5,Home,194.5,26,12,2015.0
4348,2015-12-26,Philadelphia,Phoenix,29.0,22.0,34.0,26.0,111.0,625.0,15.0,30.0,30.0,29.0,104.0,-950.0,11.5,Home,205.5,26,12,2015.0
4349,2015-12-26,LAClippers,Utah,18.0,30.0,31.0,30.0,109.0,-130.0,26.0,27.0,24.0,27.0,104.0,110.0,2.0,Away,192.5,26,12,2015.0
4350,2015-12-26,Cleveland,Portland,12.0,22.0,25.0,17.0,76.0,-340.0,34.0,29.0,27.0,15.0,105.0,280.0,7.5,Away,195.5,26,12,2015.0
4351,2015-12-27,LALakers,Memphis,23.0,23.0,28.0,22.0,96.0,430.0,32.0,27.0,33.0,20.0,112.0,-550.0,9.5,Home,195.0,27,12,2015.0
4352,2015-12-27,NewYork,Boston,18.0,23.0,24.0,26.0,91.0,345.0,22.0,29.0,26.0,23.0,100.0,-425.0,8.5,Home,202.5,27,12,2015.0
4353,2015-12-27,Denver,OklahomaCity,31.0,30.0,29.0,22.0,112.0,1700.0,32.0,21.0,38.0,31.0,122.0,-5000.0,17.0,Home,207.0,27,12,2015.0
4354,2015-12-27,Portland,Sacramento,29.0,20.0,31.0,18.0,98.0,355.0,30.0,21.0,29.0,14.0,94.0,-450.0,9.0,Home,209.0,27,12,2015.0
4355,2015-12-28,NewOrleans,Orlando,23.0,23.0,18.0,25.0,89.0,155.0,25.0,25.0,25.0,29.0,104.0,-175.0,4.0,Home,204.5,28,12,2015.0
4356,2015-12-28,Atlanta,Indiana,27.0,13.0,28.0,19.0,87.0,105.0,21.0,31.0,22.0,19.0,93.0,-125.0,1.5,Home,204.0,28,12,2015.0
4357,2015-12-28,LALakers,Charlotte,26.0,32.0,23.0,17.0,98.0,850.0,31.0,27.0,27.0,23.0,108.0,-1500.0,12.5,Home,203.0,28,12,2015.0
4358,2015-12-28,LAClippers,Washington,34.0,25.0,27.0,22.0,108.0,-105.0,20.0,26.0,25.0,20.0,91.0,-115.0,1.0,Away,208.0,28,12,2015.0
4359,2015-12-28,Brooklyn,Miami,24.0,20.0,34.0,33.0,111.0,310.0,26.0,32.0,19.0,28.0,105.0,-370.0,8.0,Home,195.0,28,12,2015.0
4360,2015-12-28,Toronto,Chicago,32.0,20.0,21.0,24.0,97.0,100.0,23.0,26.0,29.0,26.0,104.0,-120.0,1.0,Home,198.0,28,12,2015.0
4361,2015-12-28,Minnesota,SanAntonio,27.0,25.0,20.0,23.0,95.0,1000.0,26.0,24.0,26.0,25.0,101.0,-2000.0,13.5,Home,195.5,28,12,2015.0
